sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
H:0007,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Grey,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.2500,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,32,,"Low Voltage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH372 32ft Low Voltage Hose Grey Hose",,,,,,,"Product Info Column",,No,No,No,,,CH372,,,,,,,0.00,,,,,62.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0008,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Grey,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,42,,"Low Voltage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH230L 42ft Low Voltage Hose",,,,,,,"Product Info Column",,No,No,No,,,CH230L,,,,,,,0.00,,,,,101.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0009,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Grey,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3250,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,No,30,,"Low Voltage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH235 30ft Low Voltage Hose",,,,,,,"Product Info Column",,No,No,No,,,CH235,,,,,,,0.00,,,,,82.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0010,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Grey,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.2500,,No,,,,,,,,,,,,,,,0,,,,,Yes,,Yes,,,0,,,,Yes,No,30,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH515 30ft Electrical Hose",,,,,,,"Product Info Column",,No,No,Yes,,,CH515,,,,,,,6.00,,,,,195.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0011,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Grey,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.2500,,No,,,,,,,,,,,,,,,0,,,,,Yes,,Yes,,,0,,,,Yes,Yes,30,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH615 30ft Electrical Hose",,,,,,,"Product Info Column",,No,No,Yes,,,CH615,,,,,,,0.00,,,,,195.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0012,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES115 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES115,,,,,,,0.00,,,,,145.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0013,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Basic Hose For S2 Series",,,,,,,"Product Info Column",,No,No,No,,,03617462,,,,,,,0.00,,,,,61.8700,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0014,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Basic Hose For S3-S4 Series",,,,,,,"Product Info Column",,No,No,No,,,03947435,,,,,,,0.00,,,,,66.3600,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0015,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,Black,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES100 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES100,,,,,,,0.00,,,,,150.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0016,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES105 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES105,,,,,,,0.00,,,,,150.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0017,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES113 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES113,,,,,,,0.00,,,,,125.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0018,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,Black,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES118 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES118,,,,,,,0.00,,,,,135.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0019,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES125 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES125,,,,,,,0.00,,,,,165.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0020,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES119 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES119,,,,,,,0.00,,,,,135.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0021,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"SES121 Electric Hose",,,,,,,"Product Info Column",,No,No,No,,,SES121,,,,,,,0.00,,,,,185.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0022,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Sebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,15,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"1495AM Flexible Extension Hose",,,,,,,"Product Info Column",,No,No,No,,,1495AM,,,,,,,0.00,,,,,44.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0023,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,White,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3750,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,Yes,30,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"30 Ft Standard Electric Hose w/ Pigtail Connection",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,,,,133.0000,,,,,0.00,0.00,,,,"1 Year",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0024,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,White,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,Yes,35,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"35 Foot Standard Electric Hose w/ Direct Connect",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,,,,148.0000,,,,,0.00,0.00,,,,"1 Year",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0025,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3750,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,Yes,35,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"35 Foot Standard Electric Hose W/ Pigtail Connection",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,,,,148.0000,,,,,0.00,0.00,,,,"1 Year",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0026,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,White,,"Pigtail Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3750,,No,,,,,,,,,,,Button-Lock,,,,0,,,,,Yes,,Yes,,,0,,,,Yes,Yes,36,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Premium Electric Hose 36ft Pigtail",,,,,,,"Product Info Column",,No,No,Yes,,,,,,,,,,0.00,,,,,189.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0027,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,White,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3750,,No,,,,,,,,,,,Button-Lock,,,,0,,,,,Yes,,Yes,,,0,,,,Yes,Yes,36,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Premium Electric Hose 36ft Direct",,,,,,,"Product Info Column",,No,No,Yes,,,,,,,,,,0.00,,,,,189.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0028,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,,,,,White,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.3750,,No,,,,,,,,,,,Button-Lock,,,,0,,,,,Yes,,Yes,,,0,,,,Yes,Yes,30,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Premium Electric Hose 30ft Direct",,,,,,,"Product Info Column",,No,No,Yes,,,,,,,,,,0.00,,,,,179.9500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0029,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,NuTone,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,"2016-04-13 18:40:42",,,,,,test,1.2500,,No,,,,,,,,,,,,,,,0,,,,,No,,No,,,0,,,,Yes,No,32,,"Low Voltage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"CH372 32ft Low Voltage Hose Beige",,,,,,,"Product Info Column",,No,No,No,,,CH372,,,,,,,0.00,,,,,62.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0030,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Hayden,,,,,,,,,,,,,,,,,,,,Grey,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,Yes,30,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"30 ft Genuine Electric Hose w/ Direct Connect",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,,,,169.0000,,,"Super Hose",,0.00,0.00,,,,"2 year warranty",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
H:0031,,Hoses,simple,,,base,,0.000,0.000,,,,,,,,,,,,Hayden,,,,,,,,,,,,,,,,,,,,Grey,,"Direct Connection",,,,,,,,"2016-04-13 18:40:42",,,,,,test,0.0000,,No,,,,,,,,,,,,,,,0,,,,,No,,Yes,,,0,,,,Yes,Yes,35,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"35 ft Genuine Electric Hose w/ Direct Connect",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,,,,179.0000,,,"Super Hose",,0.00,0.00,,,,"2 year warranty",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 18:40:42",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
